Name,WALS code,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Terêna,trn,ter,Bolivia-Parana,Arawakan,South America,-20.00,-56.00,Brazil
Teribe,trb,tfr,Western Isthmic Chibchan,Chibchan,North America,9.33,-82.67,PanamaCosta Rica
Ternate,trt,tft,North Halmaheran,North Halmaheran,Papunesia,0.83,127.25,Indonesia
Teso,tes,teo,Eastern Nilotic,Eastern Sudanic,Africa,1.83,33.83,Uganda
Tetela,tet,tll,Bantu,Niger-Congo,Africa,-4.00,24.00,Democratic Republic of Congo
Tetun,ttn,tet,Central Malayo-Polynesian,Austronesian,Papunesia,-9.00,126.00,East Timor
Tetun Dili,ttd,tet,Central Malayo-Polynesian,Austronesian,Papunesia,-8.58,125.58,East Timor
Tewa (Arizona),tew,tew,Kiowa-Tanoan,Kiowa-Tanoan,North America,35.83,-110.42,United States
Tewa (Rio Grande),trg,tew,Kiowa-Tanoan,Kiowa-Tanoan,North America,36.25,-106.17,United States
Tewa (San Juan Pueblo),tsj,tew,Kiowa-Tanoan,Kiowa-Tanoan,North America,36.08,-106.08,United States
Thadou,thd,tcz,Kuki-Chin,Sino-Tibetan,Eurasia,24.42,93.92,IndiaMyanmar
Thai,tha,tha,Kam-Tai,Tai-Kadai,Eurasia,16.00,101.00,Thailand
Thai Sign Language,ths,tsq,Sign Languages,other,Eurasia,15.00,101.00,Thailand
Thakali,thk,ths,Bodic,Sino-Tibetan,Eurasia,29.00,83.75,Nepal
Thangmi,thn,thf,Himalayish,Sino-Tibetan,Eurasia,27.75,86.00,Nepal
Thao,thw,ssf,Western Plains Austronesian,Austronesian,Papunesia,23.88,120.92,Taiwan
Thaypan,thp,typ,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.83,143.17,Australia
Thompson,tho,thp,Interior Salish,Salishan,North America,49.75,-121.75,Canada
Thulung,thu,tdh,Himalayish,Sino-Tibetan,Eurasia,27.42,86.50,Nepal
Tibetan (Dingri),tdi,bod,Bodic,Sino-Tibetan,Eurasia,28.50,86.50,China
Tibetan (Drokpa),tdr,bod,Bodic,Sino-Tibetan,Eurasia,32.25,81.25,China
Tibetan (Modern Literary),tmo,bod,Bodic,Sino-Tibetan,Eurasia,29.83,91.50,China
Tibetan (Shigatse),tis,bod,Bodic,Sino-Tibetan,Eurasia,29.00,89.00,China
Tibetan (Standard Spoken),tib,bod,Bodic,Sino-Tibetan,Eurasia,30.00,91.00,China
Ticuna,tic,tca,Ticuna,Ticuna,South America,-4.00,-70.50,BrazilPeru
Tidore,tid,tvo,North Halmaheran,North Halmaheran,Papunesia,0.75,127.50,Indonesia
Tifal,tif,tif,Ok,Trans-New Guinea,Papunesia,-5.00,141.33,Papua New Guinea
Tigak,tgk,tgc,Oceanic,Austronesian,Papunesia,-2.72,150.80,Papua New Guinea
Tigré,tgr,tig,Semitic,Afro-Asiatic,Africa,16.50,38.50,Eritrea
Tigré (Beni Amer),tbe,tig,Semitic,Afro-Asiatic,Africa,15.50,38.00,Eritrea
Tigrinya,tig,tir,Semitic,Afro-Asiatic,Africa,14.50,38.50,EthiopiaEritrea
Tiipay (Jamul),tja,dih,Yuman,Hokan,North America,32.17,-116.50,MexicoUnited States
Tikar,tik,tik,Tikar,Niger-Congo,Africa,5.83,11.67,Cameroon
Tillamook,til,til,Tillamook,Salishan,North America,45.33,-123.75,United States
Tima,tia,tms,Katla-Tima,Kordofanian,Africa,11.67,29.25,Sudan
Timorese,tse,aoz,Central Malayo-Polynesian,Austronesian,Papunesia,-9.67,124.50,Indonesia
Timucua,tmc,tjm,Timucua,Timucua,North America,30.25,-82.50,United States
Timugon,tim,tih,North Borneo,Austronesian,Papunesia,5.00,116.00,Malaysia
Tinani,tni,lbf,Bodic,Sino-Tibetan,Eurasia,32.33,77.17,India
Tindi,tnd,tin,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.37,46.25,Russia
Tinrin,tin,cir,Oceanic,Austronesian,Papunesia,-21.67,165.75,New Caledonia
Tiriyo,tir,tri,Cariban,Cariban,South America,3.25,-55.75,SurinameBrazil
Tirmaga,trm,suq,South Surmic,Eastern Sudanic,Africa,5.75,35.25,Ethiopia
Tiruray,try,tiy,Bilic,Austronesian,Papunesia,6.75,124.17,Philippines
Tiv,tiv,tiv,Tivoid,Niger-Congo,Africa,7.50,9.00,Nigeria
Tiwa (Northern),twn,twf,Kiowa-Tanoan,Kiowa-Tanoan,North America,36.50,-105.50,United States
Tiwa (Southern),tws,tix,Kiowa-Tanoan,Kiowa-Tanoan,North America,35.00,-106.33,United States
Tiwi,tiw,tiw,Tiwian,Tiwian,Australia,-11.50,131.00,Australia
Tlapanec,tlp,tcf,Subtiaba-Tlapanec,Oto-Manguean,North America,17.08,-99.00,Mexico
Tlingit,tli,tli,Tlingit,Na-Dene,North America,59.00,-135.00,United States
Toaripi,toa,tqo,Eleman,Eleman,Papunesia,-8.33,146.25,Papua New Guinea
Toba,tob,tob,Qom,Guaicuruan,South America,-26.50,-59.00,Argentina
Tobati,tbt,tti,Oceanic,Austronesian,Papunesia,-2.58,140.67,Indonesia
Tobelo,tlo,tlb,North Halmaheran,North Halmaheran,Papunesia,1.50,128.50,Indonesia
Tod,tod,sbu,Bodic,Sino-Tibetan,Eurasia,32.42,77.25,India
Toda,tda,tcx,Dravidian,Dravidian,Eurasia,11.42,76.75,India
Tofa,tof,kim,Turkic,Altaic,Eurasia,53.75,98.00,Russia
Tojolabal,toj,toj,Mayan,Mayan,North America,16.33,-91.50,Mexico
Tokelauan,tke,tkl,Oceanic,Austronesian,Papunesia,-9.00,-172.00,Tokelau
Tok Pisin,tpi,tpi,Creoles and Pidgins,other,Papunesia,-9.50,147.17,Papua New Guinea
Tol,tol,jic,Tol,Tol,North America,14.67,-87.00,Honduras
Tolai,tla,ksd,Oceanic,Austronesian,Papunesia,-4.25,152.08,Papua New Guinea
Tommo So,tms,dto,Dogon,Dogon,Africa,15.00,-3.00,Mali
Tondano,tno,tdn,Minahasan,Austronesian,Papunesia,1.25,125.00,Indonesia
Tonga (in Zambia),toz,toi,Bantu,Niger-Congo,Africa,-17.00,27.00,Zambia
Tongan,tng,ton,Oceanic,Austronesian,Papunesia,-21.17,-175.17,Tonga
Tonkawa,ton,tqw,Tonkawa,Tonkawa,North America,30.25,-96.75,United States
Tontemboan,tnt,tnt,Minahasan,Austronesian,Papunesia,1.08,124.50,Indonesia
Toqabaqita,toq,mlu,Oceanic,Austronesian,Papunesia,-8.42,160.58,Solomon Islands
Toraja,trd,sda,South Sulawesi,Austronesian,Papunesia,-3.00,119.75,Indonesia
Toratán,tor,rth,Sangiric,Austronesian,Papunesia,1.08,124.83,Indonesia
Toro So,dts,dts,Dogon,Dogon,Africa,14.42,-3.25,Burkina FasoMali
Torwali,trw,trw,Indic,Indo-European,Eurasia,34.25,72.00,Pakistan
Totonac (Misantla),tot,tlc,Totonacan,Totonacan,North America,19.92,-96.92,Mexico
Totonac (Papantla),tpa,top,Totonacan,Totonacan,North America,20.33,-97.33,Mexico
Totonac (Sierra),tos,tos,Totonacan,Totonacan,North America,19.92,-97.42,Mexico
Totonac (Xicotepec de Juárez),txj,too,Totonacan,Totonacan,North America,20.42,-97.83,Mexico
Trique (Chicahuaxtla),trc,trs,Trique,Oto-Manguean,North America,17.17,-97.83,Mexico
Trique (Copala),tri,trc,Trique,Oto-Manguean,North America,17.17,-97.92,Mexico
Trumai,tru,tpy,Trumai,Trumai,South America,-11.92,-53.58,Brazil
Tsafiki,tsf,cof,Barbacoan,Barbacoan,South America,-1.00,-79.33,Ecuador
Tsakhur,tsa,tkr,Lezgic,Nakh-Daghestanian,Eurasia,41.67,47.17,AzerbaijanRussia
Tsat,tst,huq,Malayo-Sumbawan,Austronesian,Eurasia,18.25,109.50,China
Tsez,tsz,ddo,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.25,45.75,Russia
Tshangla,tgl,tsj,Bodic,Sino-Tibetan,Eurasia,27.83,92.17,BhutanIndia
Tsimshian (Coast),tsi,tsi,Tsimshianic,Tsimshianic,North America,52.50,-129.00,CanadaUnited States
Tsogo,tgo,tsv,Bantu,Niger-Congo,Africa,-1.50,11.33,Gabon
Tsonga,tsn,tso,Bantu,Niger-Congo,Africa,-24.00,32.00,MozambiqueSouth Africa
Tsou,tso,tsu,Tsou,Austronesian,Papunesia,23.50,120.75,Taiwan
Tsova-Tush,ttu,bbl,Nakh,Nakh-Daghestanian,Eurasia,42.50,45.50,Georgia
Tswana,tsw,tsn,Bantu,Niger-Congo,Africa,-24.00,26.00,South AfricaBotswana
Tuamotuan,tua,pmt,Oceanic,Austronesian,Papunesia,-17.00,-144.00,French Polynesia
Tuareg (Ahaggar),tug,thv,Berber,Afro-Asiatic,Africa,23.00,6.00,LibyaNigerAlgeria
Tuareg (Air),tai,thz,Berber,Afro-Asiatic,Africa,19.00,9.00,Niger
Tuareg (Ghat),tgh,thv,Berber,Afro-Asiatic,Africa,25.00,10.17,Libya
Tubar,tub,tbu,Tubar,Uto-Aztecan,North America,27.00,-108.00,Mexico
Tübatulabal,tbb,tub,Northern Uto-Aztecan,Uto-Aztecan,North America,36.00,-118.33,United States
Tubu,tbu,"dzg, tuq",Western Saharan,Saharan,Africa,16.00,15.00,ChadNiger
Tucano,tuc,tuo,Tucanoan,Tucanoan,South America,0.50,-69.17,ColombiaBrazil
Tugun,tgn,tzn,Central Malayo-Polynesian,Austronesian,Papunesia,-7.72,126.75,Indonesia
Tukang Besi,tuk,"bhq, khc",Celebic,Austronesian,Papunesia,-5.50,123.50,Indonesia
Tuki,tki,bag,Bantu,Niger-Congo,Africa,4.58,11.50,Cameroon
Tulu,tul,tcy,Dravidian,Dravidian,Eurasia,12.75,75.33,India
Tumak,tmk,tmc,East Chadic,Afro-Asiatic,Africa,9.50,17.33,Chad
Tumleo,tum,tmq,Oceanic,Austronesian,Papunesia,-3.08,142.42,Papua New Guinea
Tümpisa Shoshone,tsh,par,Northern Uto-Aztecan,Uto-Aztecan,North America,37.00,-117.00,United States
Tunebo,tnb,tuf,Tunebo,Chibchan,South America,6.75,-72.25,Colombia
Tunen,tnn,tvu,Bantu,Niger-Congo,Africa,4.75,10.67,Cameroon
Tungak,tnk,lcm,Oceanic,Austronesian,Papunesia,-2.55,150.25,Papua New Guinea
Tunica,tun,tun,Tunica,Tunica,North America,32.67,-91.00,United States
Tupi,tup,tpn,Maweti-Guarani,Tupian,South America,-6.00,-36.00,Brazil
Tupuri,tpr,tui,Mbumic,Niger-Congo,Africa,10.17,14.75,ChadCameroon
Turkana,tna,tuv,Eastern Nilotic,Eastern Sudanic,Africa,3.00,35.50,KenyaUganda
Turkic (East-Central Xorasan),tex,kmz,Turkic,Altaic,Eurasia,37.00,59.00,Iran
Turkic (West Xorasan),twx,kmz,Turkic,Altaic,Eurasia,36.67,56.00,Iran
Türk Isaret Dili,tui,tsm,Sign Languages,other,Eurasia,39.00,34.00,Turkey
Turkish,tur,tur,Turkic,Altaic,Eurasia,39.00,35.00,Turkey
Turkmen,tkm,tuk,Turkic,Altaic,Eurasia,40.00,58.00,Turkmenistan
Tuscarora,tus,tus,Northern Iroquoian,Iroquoian,North America,36.00,-77.50,United States
Tutchone (Northern),tut,ttm,Athapaskan,Na-Dene,North America,63.00,-137.00,Canada
Tutelo,tte,tta,Ohio Valley Siouan,Siouan,North America,37.67,-78.75,United States
Tutsa,tvt,tvt,Brahmaputran,Sino-Tibetan,Eurasia,27.50,96.50,India
Tuvaluan,tvl,tvl,Oceanic,Austronesian,Papunesia,-8.50,179.17,Tuvalu
Tuvan,tuv,tyv,Turkic,Altaic,Eurasia,52.00,95.00,RussiaMongolia
Tuyuca,tuy,tue,Tucanoan,Tucanoan,South America,0.50,-70.08,ColombiaBrazil
Twana,twa,twa,Central Salish,Salishan,North America,47.67,-122.75,United States
Tyeraity,tye,woa,Northern Daly,Northern Daly,Australia,-13.00,130.33,Australia
Tzeltal,tze,tzh,Mayan,Mayan,North America,16.83,-92.25,Mexico
Tzeltal (Aguacatenango),tza,tzh,Mayan,Mayan,North America,16.42,-92.50,Mexico
Tzeltal (Tenejapa),tzt,tzh,Mayan,Mayan,North America,16.67,-92.33,Mexico
Tzotzil,tzo,tzo,Mayan,Mayan,North America,16.50,-92.67,Mexico
Tzutujil,tzu,tzj,Mayan,Mayan,North America,14.67,-91.33,Guatemala
Ubykh,uby,uby,Northwest Caucasian,Northwest Caucasian,Eurasia,43.67,39.67,RussiaTurkey
Udi,udi,udi,Lezgic,Nakh-Daghestanian,Eurasia,41.00,48.00,Azerbaijan
Udihe,udh,ude,Tungusic,Altaic,Eurasia,47.67,136.25,Russia
Udmurt,udm,udm,Permic,Uralic,Eurasia,57.50,52.50,Russia
Ugandan Sign Language,ugs,ugn,Sign Languages,other,Africa,1.00,32.50,Uganda
Ukrainian,ukr,ukr,Slavic,Indo-European,Eurasia,49.00,33.00,Ukraine
Ulcha,ulc,ulc,Tungusic,Altaic,Eurasia,52.25,140.33,Russia
Uldeme,uld,udl,Biu-Mandara,Afro-Asiatic,Africa,10.95,14.12,Cameroon
Ulithian,uli,uli,Oceanic,Austronesian,Papunesia,9.92,139.58,Micronesia
Uma,uma,ppk,Celebic,Austronesian,Papunesia,-1.83,120.00,Indonesia
Umaua,umu,cbd,Cariban,Cariban,South America,1.00,-72.00,Colombia
UMbundu,umb,umb,Bantu,Niger-Congo,Africa,-12.50,15.00,Angola
Umbu Ungu,kgl,ubu,Chimbu-Wahgi,Trans-New Guinea,Papunesia,-6.00,144.00,Papua New Guinea
Umpila,ump,ump,Northern Pama-Nyungan,Pama-Nyungan,Australia,-13.50,143.50,Australia
Una,una,mtg,Mek,Trans-New Guinea,Papunesia,-4.67,140.00,Indonesia
Unami,unm,unm,Algonquian,Algic,North America,40.00,-75.17,United States
Ungarinjin,ung,ung,Worrorran,Worrorran,Australia,-16.33,126.00,Australia
Upper Kuskokwim,uku,kuu,Athapaskan,Na-Dene,North America,63.00,-157.00,United States
Ura,ura,uur,Oceanic,Austronesian,Papunesia,-18.67,169.08,Vanuatu
Uradhi,uhi,urf,Northern Pama-Nyungan,Pama-Nyungan,Australia,-11.92,142.42,Australia
Urak Lawoi',url,urk,Malayo-Sumbawan,Austronesian,Eurasia,8.00,98.33,Thailand
Urarina,urn,ura,Urarina,Urarina,South America,-4.50,-75.50,Peru
Urat,urt,urt,Urat,Torricelli,Papunesia,-3.67,142.83,Papua New Guinea
Urdu,urd,urd,Indic,Indo-European,Eurasia,25.00,67.00,Pakistan
Urhobo,urh,urh,Edoid,Niger-Congo,Africa,5.58,6.00,Nigeria
Urim,uri,uri,Urim,Torricelli,Papunesia,-3.58,142.67,Papua New Guinea
Uru,uru,ure,Uru-Chipaya,Uru-Chipaya,South America,-16.75,-69.00,Bolivia
Urubú-Kaapor,urk,urb,Maweti-Guarani,Tupian,South America,-2.33,-46.50,Brazil
Urubú Sign Language,usl,uks,Sign Languages,other,South America,-2.33,-46.00,Brazil
Urum,urm,uum,Turkic,Altaic,Eurasia,47.12,37.55,UkraineGeorgia
Usan,usa,wnu,North Adelbert,Trans-New Guinea,Papunesia,-4.83,145.17,Papua New Guinea
Usarufa,usr,usa,Gauwa,Trans-New Guinea,Papunesia,-6.42,145.58,Papua New Guinea
Ute,ute,ute,Northern Uto-Aztecan,Uto-Aztecan,North America,39.00,-109.00,United States
Uyghur,uyg,uig,Turkic,Altaic,Eurasia,40.00,80.00,China
Uzbek,uzb,"uzn, uzs",Turkic,Altaic,Eurasia,39.00,66.00,UzbekistanAfghanistan
Uzbek (Northern),uzn,uzn,Turkic,Altaic,Eurasia,40.67,66.50,Uzbekistan
Vafsi,vaf,vaf,Iranian,Indo-European,Eurasia,34.67,49.92,Iran
Vagla,vag,vag,Grusi,Niger-Congo,Africa,9.42,-2.42,Ghana
Vai,vai,vai,Western Mande,Mande,Africa,6.92,-11.25,Sierra LeoneLiberia
Vasavi,vas,vas,Indic,Indo-European,Eurasia,24.50,71.50,India
Vata,vat,dic,Kru,Niger-Congo,Africa,5.83,-5.42,Côte d'Ivoire
Vedda,ved,ved,Indic,Indo-European,Eurasia,7.00,81.00,Sri Lanka
Venda,ven,ven,Bantu,Niger-Congo,Africa,-22.00,30.00,South AfricaZimbabwe
Veps,vep,vep,Finnic,Uralic,Eurasia,60.00,35.00,Russia
Vietnamese,vie,vie,Vietic,Austro-Asiatic,Eurasia,10.50,106.50,Vietnam
Vili,vif,vif,Bantu,Niger-Congo,Africa,-5.50,14.00,CongoGabon
Vinmavis,vnm,vnm,Oceanic,Austronesian,Papunesia,-16.17,167.42,Vanuatu
Vlaamse Gebarentaal,vla,vgt,Sign Languages,other,Eurasia,51.00,4.00,Belgium
Votic,vot,vot,Finnic,Uralic,Eurasia,59.50,30.00,Russia
Waama,wwa,wwa,Oti-Volta,Niger-Congo,Africa,10.58,1.67,Benin
Wagawaga,wkw,wkw,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-26.50,152.50,Australia
Wagiman,wag,waq,Wagiman,Wagiman,Australia,-14.00,131.25,Australia
Wahgi,wah,"wgi, whg",Chimbu-Wahgi,Trans-New Guinea,Papunesia,-5.83,144.72,Papua New Guinea
Waigali,wgl,wbk,Nuristani,Indo-European,Eurasia,35.00,71.25,Afghanistan
Waimaha,bno,bao,Tucanoan,Tucanoan,South America,0.33,-70.25,Colombia
Wai Wai,wai,waw,Cariban,Cariban,South America,1.00,-59.00,GuyanaBrazil
Wakhi,wak,wbl,Iranian,Indo-European,Eurasia,36.50,72.00,PakistanAfghanistanTajikistan
Wallisian,wll,wls,Oceanic,Austronesian,Papunesia,-13.30,-176.20,Wallis and Futuna
Walman,wal,van,West Palei,Torricelli,Papunesia,-3.22,142.50,Papua New Guinea
Walmatjari,wlm,wmt,Western Pama-Nyungan,Pama-Nyungan,Australia,-19.50,125.75,Australia
Wambaya,wam,wmb,Wambayan,Mirndi,Australia,-18.67,135.75,Australia
Wambon,wbn,wms,Dumut,Trans-New Guinea,Papunesia,-5.50,140.42,Indonesia
Wambule,wme,wme,Himalayish,Sino-Tibetan,Eurasia,29.25,85.92,Nepal
Wan,wna,wan,Eastern Mande,Mande,Africa,7.83,-5.87,Côte d'Ivoire
Wangkangurru,wgg,wgg,Central Pama-Nyungan,Pama-Nyungan,Australia,-27.00,137.00,Australia
Wangkumara,wan,xwk,Central Pama-Nyungan,Pama-Nyungan,Australia,-27.33,143.00,Australia
Wanman,wbt,wbt,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.00,123.00,Australia
Wantoat,wnt,wnc,Finisterre,Trans-New Guinea,Papunesia,-6.17,146.50,Papua New Guinea
Waorani,wao,auc,Waorani,Waorani,South America,-1.00,-76.50,Ecuador
Wapishana,wps,wap,Negro-Roraima,Arawakan,South America,2.67,-60.00,GuyanaBrazil
Wappo,wap,wao,Wappo,Wappo-Yukian,North America,38.50,-122.50,United States
Warao,wra,wba,Warao,Warao,South America,9.33,-61.67,Venezuela
Waray (in Australia),wry,wrz,Western Gunwinyguan,Gunwinyguan,Australia,-13.17,131.25,Australia
Waray-Waray,wwy,war,Greater Central Philippine,Austronesian,Papunesia,12.00,125.00,Philippines
Wardaman,wrd,wrr,Yangmanic,Yangmanic,Australia,-15.50,131.00,Australia
Warekena,wrk,gae,Alto-Orinoco,Arawakan,South America,1.50,-67.50,ColombiaBrazilVenezuela
Warembori,wrm,wsa,South Halmahera - West New Guinea,Austronesian,Papunesia,-1.67,137.58,Indonesia
Wari',war,pav,Chapacura-Wanham,Chapacura-Wanham,South America,-11.33,-65.00,Brazil
Waris,wrs,wrs,Border,Border,Papunesia,-3.17,141.00,IndonesiaPapua New Guinea
Warlpiri,wrl,wbp,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.00,132.33,Australia
Warluwara,wlw,wrb,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.00,138.50,Australia
Warndarang,wrn,wnd,Mara,Mangarrayi-Maran,Australia,-14.42,135.58,Australia
Waropen,wrp,wrp,South Halmahera - West New Guinea,Austronesian,Papunesia,-2.33,136.58,Indonesia
Warrgamay,wrg,wgy,Northern Pama-Nyungan,Pama-Nyungan,Australia,-18.58,146.08,Australia
Warrnambool,wrb,gjm,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-38.25,142.50,Australia
Warrongo,wgu,wrg,Northern Pama-Nyungan,Pama-Nyungan,Australia,-18.00,145.00,Australia
Warrwa,wrw,wwr,Nyulnyulan,Nyulnyulan,Australia,-17.50,123.50,Australia
Warumungu,wru,wrm,Western Pama-Nyungan,Pama-Nyungan,Australia,-19.50,134.50,Australia
Washo,was,was,Washo,Washo,North America,39.25,-120.00,United States
Waskia,wsk,wsk,Kowan,Trans-New Guinea,Papunesia,-4.50,146.00,Papua New Guinea
Watam,wtm,wax,Lower Ramu,Ramu-Lower Sepik,Papunesia,-3.92,144.50,Papua New Guinea
Wathawurrung,wth,wth,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-38.00,144.00,Australia
Watjarri,wat,wbv,Western Pama-Nyungan,Pama-Nyungan,Australia,-26.00,117.50,Australia
Waunana,wau,noa,Choco,Choco,South America,4.00,-77.00,ColombiaPanama
Waurá,wur,wau,Central Arawakan,Arawakan,South America,-13.00,-53.00,Brazil
Wayampi,way,oym,Maweti-Guarani,Tupian,South America,1.00,-52.00,Brazil
Wayana,wyn,way,Cariban,Cariban,South America,3.25,-54.17,French GuianaSurinameBrazil
Wedau,wed,wed,Oceanic,Austronesian,Papunesia,-10.17,150.17,Papua New Guinea
Welsh,wel,cym,Celtic,Indo-European,Eurasia,52.00,-3.00,United Kingdom
Welsh (Colloquial),wec,cym,Celtic,Indo-European,Eurasia,52.75,-3.58,United Kingdom
Wembawemba,wem,xww,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-35.33,144.00,Australia
Wéménugbé,wmn,wem,Tano,Niger-Congo,Africa,6.67,2.50,Benin
Weri,wer,wer,Core Goilalan,Trans-New Guinea,Papunesia,-7.75,146.92,Papua New Guinea
Western Desert (Ooldea),wdo,pjt,Western Pama-Nyungan,Pama-Nyungan,Australia,-30.50,132.00,Australia
West Makian,wma,mqs,North Halmaheran,North Halmaheran,Papunesia,0.50,127.58,Indonesia
Wetan,wet,lex,Central Malayo-Polynesian,Austronesian,Papunesia,-8.17,128.00,Indonesia
Wichí,wch,mzh,Matacoan,Matacoan,South America,-22.50,-62.58,BoliviaArgentina
Wichita,wic,wic,Northern Caddoan,Caddoan,North America,33.33,-97.33,United States
Wikchamni,wik,yok,Yokuts,Penutian,North America,36.42,-119.08,United States
Wik Munkan,wmu,wim,Northern Pama-Nyungan,Pama-Nyungan,Australia,-13.92,141.75,Australia
Wik Ngathana,wn,wig,Northern Pama-Nyungan,Pama-Nyungan,Australia,-13.92,141.50,Australia
Winnebago,wnb,win,Mississippi Valley Siouan,Siouan,North America,43.50,-88.50,United States
Wintu,win,wnw,Wintuan,Penutian,North America,41.00,-122.50,United States
Wirangu,wir,wgu,Central Pama-Nyungan,Pama-Nyungan,Australia,-32.00,134.00,Australia
Wiyot,wiy,wiy,Wiyot,Algic,North America,40.83,-124.17,United States
Wobe,wob,wob,Kru,Niger-Congo,Africa,7.42,-7.33,Côte d'Ivoire
Wogamusin,wog,wog,Wogamusin-Chenapian,Sepik,Papunesia,-4.25,142.33,Papua New Guinea
Woisika,woi,woi,Alor-Pantar,Greater West Bomberai,Papunesia,-8.25,124.83,Indonesia
Woiwurrung,wwr,wyi,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-37.50,145.50,Australia
Wolaytta,wly,wal,Ta-Ne-Omotic,Afro-Asiatic,Africa,6.83,37.75,Ethiopia
Woleaian,wol,woe,Oceanic,Austronesian,Papunesia,7.33,143.83,Micronesia
Wolio,wlo,wlo,Celebic,Austronesian,Papunesia,-5.50,122.75,Indonesia
Wolof,wlf,wol,Wolof,Niger-Congo,Africa,15.25,-16.00,GambiaSenegal
Womo,wom,wmx,Serra Hills,Skou,Papunesia,-2.92,141.83,Papua New Guinea
Worora,wor,wro,Worrorran,Worrorran,Australia,-15.67,124.67,Australia
Wu,wuc,wuu,Chinese,Sino-Tibetan,Eurasia,31.67,119.92,China
Wyandot,wya,wya,Northern Iroquoian,Iroquoian,North America,44.33,-77.50,Canada
/Xam,xam,xam,Tu,Tu,Africa,-31.00,21.00,South Africa
Xârâcùù,xar,ane,Oceanic,Austronesian,Papunesia,-21.67,166.00,New Caledonia
Xasonga,xas,kao,Western Mande,Mande,Africa,14.25,-10.50,MaliSenegal
Xavánte,xav,xav,Je Central,Macro-Ge,South America,-15.00,-52.50,Brazil
Xerénte,xer,xer,Je Central,Macro-Ge,South America,-10.00,-48.17,Brazil
Xhosa,xho,xho,Bantu,Niger-Congo,Africa,-32.00,27.00,South Africa
Xiriana,bah,xir,Negro-Roraima,Arawakan,South America,2.67,-62.50,Brazil
Xokleng,xok,xok,Je Meridional,Macro-Ge,South America,-24.50,-50.00,Brazil
!Xóõ,xoo,nmn,Tu,Tu,Africa,-24.00,21.50,Botswana
!Xun (Ekoka),xun,knw,Ju-Kung,Kxa,Africa,-19.67,18.00,AngolaNamibia
Yagaria,ygr,ygr,Siane-Yagaria,Trans-New Guinea,Papunesia,-6.33,145.42,Papua New Guinea
Yaghnobi,ygn,yai,Iranian,Indo-European,Eurasia,39.00,69.00,Tajikistan
Yagua,yag,yad,Peba-Yaguan,Peba-Yaguan,South America,-3.50,-72.00,Peru
Yahgan,yah,yag,Yámana,Yámana,South America,-55.00,-68.00,Chile
Yaka,yak,yaf,Bantu,Niger-Congo,Africa,-7.00,17.50,AngolaDemocratic Republic of Congo
Yakan,ykn,yka,Sama-Bajaw,Austronesian,Papunesia,6.50,122.00,Philippines
Yakoma,ykm,yky,Ubangi,Niger-Congo,Africa,4.42,18.42,Central African Republic
Yakut,ykt,sah,Turkic,Altaic,Eurasia,62.00,130.00,Russia
Yalarnnga,ylr,ylr,Northern Pama-Nyungan,Pama-Nyungan,Australia,-22.00,140.00,Australia
Yale (Kosarek),yal,kkl,Mek,Trans-New Guinea,Papunesia,-4.08,139.50,Indonesia
Yali,yli,yli,Dani,Trans-New Guinea,Papunesia,-4.00,139.33,Indonesia
Yamba,yba,yam,Wide Grassfields,Niger-Congo,Africa,6.42,11.08,Cameroon
Yamdena,ymd,jmd,Central Malayo-Polynesian,Austronesian,Papunesia,-7.50,131.50,Indonesia
Yami,ymi,tao,Batanic,Austronesian,Papunesia,22.00,121.50,Taiwan
Yaminahua,yam,yaa,Panoan,Pano-Tacanan,South America,-8.00,-73.00,BrazilPeru
Yamphu,ybi,ybi,Himalayish,Sino-Tibetan,Eurasia,27.58,87.33,Nepal
Yana,yan,ynn,Yana,Hokan,North America,40.50,-122.00,United States
Yankuntjatjara,ynk,kdd,Western Pama-Nyungan,Pama-Nyungan,Australia,-27.00,132.00,Australia
Yanomámi,ynm,wca,Yanomam,Yanomam,South America,2.33,-63.00,Brazil
Yansi,yns,yns,Bantu,Niger-Congo,Africa,-3.83,18.00,Democratic Republic of Congo
Yanyuwa,yny,jao,Western Pama-Nyungan,Pama-Nyungan,Australia,-16.42,137.17,Australia
Yao (in Malawi),yao,yao,Bantu,Niger-Congo,Africa,-14.50,35.50,MozambiqueMalawi
Yapese,yap,yap,Yapese,Austronesian,Papunesia,9.58,138.17,Micronesia
Yaqay,yqy,jaq,Marind-Yaqay,Trans-New Guinea,Papunesia,-6.58,139.25,Indonesia
Yaqui,yaq,yaq,Cahita,Uto-Aztecan,North America,27.50,-110.25,Mexico
Yareba,yar,yrb,Yareban,Trans-New Guinea,Papunesia,-9.50,148.50,Papua New Guinea
