ISO Code,Language Name,Summary,Population Size,Institutional (%),Stable (%),Endangered (%),Extinct (%),Digital Support
qvy,Queyu,"Queyu is an endangered indigenous language of China. It belongs to the Sino-Tibetan language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
qvz,"Quichua, Northern Pastaza",Northern Pastaza Quichua is an endangered indigenous language of Ecuador and Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by some people in every generation of the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,0%,100%,0%,Ascending
qwa,Corongo Ancash Quechua,Corongo Ancash Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by adults only. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Emerging
qwh,Huaylas Ancash Quechua,"Huaylas Ancash Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all adults in the ethnic community, but not all young people. It is taught as a subject of instruction in some schools.",10K to 1M,0%,0%,100%,0%,Ascending
qwm,Kuman,Kuman is an extinct language of Hungary. It belongs to the Turkic language family.,None,0%,0%,0%,100%,Still
qws,Sihuas Ancash Quechua,Sihuas Ancash Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by some people in every generation of the ethnic community. It is taught as a subject of instruction in some schools.,Less than 10K,0%,0%,100%,0%,Emerging
qwt,Kwalhioqua-Tlatskanai,Kwalhioqua-Tlatskanai is an extinct language of the United States. It belongs to the Eyak-Athabaskan language family.,None,0%,0%,0%,100%,Emerging
qxa,"Quechua, Chiquián",Chiquián Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by adults only. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Emerging
qxc,"Quechua, Chincha",Chincha Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by adults only. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Emerging
qxh,Panao Quechua,"Panao Quechua is a stable indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Ascending
qxl,Salasaca Highland Quichua,Salasaca Highland Quichua is a stable indigenous language of Ecuador. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Ascending
qxn,Northern Conchucos Quechua,Northern Conchucos Quechua is a stable indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Ascending
qxo,Southern Conchucos Quechua,"Southern Conchucos Quechua is a stable indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is taught as a subject of instruction in some schools.",10K to 1M,0%,100%,0%,0%,Ascending
qxp,Puno Quechua,Puno Quechua is a stable indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all in the ethnic community. It is taught as a subject of instruction in education.,10K to 1M,100%,0%,0%,0%,Emerging
qxq,Kashkay,Kashkay is a stable indigenous language of Iran. It belongs to the Turkic language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,1M to 1B,0%,100%,0%,0%,Ascending
qxr,Cañar Highland Quichua,"Cañar Highland Quichua is an endangered indigenous language of Ecuador. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. Direct evidence is lacking, but the language is thought to be used as a first language by a decreasing number of young people. It is not known to be taught in schools.",10K to 1M,0%,0%,100%,0%,Emerging
qxs,"Qiang, Southern",Southern Qiang is an endangered indigenous language of China. It belongs to the Sino-Tibetan language family. The language is used as a first language by some people in every generation of the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,0%,100%,0%,Emerging
qxt,"Quechua, Santa Ana de Tusi Pasco","Santa Ana de Tusi Pasco Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
qxu,"Quechua, Arequipa-La Unión",Arequipa-La Unión Quechua is a stable indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by all in the ethnic community. It is taught as a subject of instruction in some schools.,10K to 1M,0%,100%,0%,0%,Emerging
qxw,"Quechua, Jauja Wanca",Jauja Wanca Quechua is an endangered indigenous language of Peru. It belongs to the Quechuan language family and is part of the Quechua macrolanguage. The language is used as a first language by older adults only. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Emerging
qyp,Quiripi,Quiripi is an extinct language of the United States. It belongs to the Algic language family.,None,0%,0%,0%,100%,Emerging
raa,Dungmali,"Dungmali is an endangered indigenous language of Nepal. It belongs to the Sino-Tibetan language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
rab,Chamling,"Chamling is an endangered indigenous language of Nepal. It belongs to the Sino-Tibetan language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",10K to 1M,0%,0%,100%,0%,Ascending
rac,Rasawa,"Rasawa is an endangered indigenous language of Indonesia. It belongs to the Lakes Plain language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
rad,Rade,"Rade is a stable indigenous language of Vietnam. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Ascending
